"HEXuid_HEXidu","SumPop_2016_SommePop","SumURD_2016_SommeRH","SumTD_2016_SommeTL","Avail_5_1_75PctPlus_Dispo","Avail_50_10_Gradient_Dispo"
"BC49851193","251-500","51-100","101-250","T",">50% - 75%"
"BC49851194","501+","501+","501+","T",">75% -  100%"
"BC49851195","501+","501+","501+","T",">75% -  100%"
"BC49851196","501+","501+","501+","T",">75% -  100%"
"BC49851197","51-100","5-25","5-25","T",">75% -  100%"
"BC49851199","NA","NA","NA","F","0"
"BC49851200","NA","NA","NA","F","0"
"BC49851201","NA","NA","NA","F","0"
"BC49851202","NA","NA","NA","F","0"
"BC49851203","NA","NA","NA","F","0"
"BC49851206","NA","NA","NA","F","0"
"BC49851207","NA","NA","NA","F","0"
"BC49851208","NA","NA","NA","F","0"
"BC49851209","NA","NA","NA","F","0"
"BC49851211","NA","NA","NA","F","0"
"BC49851212","NA","NA","NA","F","0"
"BC49851213","NA","NA","NA","F","0"
"BC49851214","101-250","101-250","101-250","T",">75% -  100%"
"BC49851215","NA","NA","NA","F","0"
"BC49851223","NA","NA","NA","F","0"
"BC49851231","-","<5","<5","T","0"
"BC49851232","<5","<5","<5","F","0"
"BC49851237","NA","NA","NA","F","0"
"BC49851241","5-25","5-25","5-25","F","0"
"BC49851242","5-25","<5","5-25","F","0"
"BC49851243","<5","<5","<5","F","0"
"BC49851244","26-50","5-25","5-25","F","0"
"BC49851246","501+","501+","501+","T",">75% -  100%"
"BC49851247","NA","NA","NA","F","0"
"BC49851250","101-250","51-100","51-100","T",">50% - 75%"
"BC49851252","501+","251-500","251-500","T",">50% - 75%"
"BC49851253","NA","NA","NA","F","0"
"BC49851254","NA","NA","NA","F","0"
"BC49851255","5-25","<5","<5","F","0"
"BC49851256","NA","NA","NA","F","0"
"BC49851258","NA","NA","NA","F","0"
"BC49851259","NA","NA","NA","F","0"
"BC49851265","NA","NA","NA","F","0"
"BC49851267","<5","<5","<5","F","0"
"BC49871147","NA","NA","NA","F","0"
"BC49871149","51-100","5-25","5-25","T","0"
"BC49871155","NA","NA","NA","F","0"
"BC49871157","-","<5","<5","T","0"
"BC49871158","NA","NA","NA","F","0"
"BC49871168","NA","NA","NA","F","0"
"BC49871169","101-250","51-100","101-250","T",">25% - 50%"
"BC49871171","NA","NA","NA","F","0"
"BC49871174","<5","<5","<5","F","0"
"BC49871181","101-250","51-100","51-100","F","0"
"BC49871182","NA","NA","NA","F","0"
"BC49871183","NA","NA","NA","F","0"
"BC49871187","NA","NA","NA","F","0"
"BC49871191","NA","NA","NA","F","0"
"BC49871192","101-250","51-100","51-100","T",">25% - 50%"
"BC49871193","501+","251-500","251-500","T",">75% -  100%"
"BC49871194","501+","501+","501+","T",">75% -  100%"
"BC49871196","501+","501+","501+","T",">75% -  100%"
"BC49871197","501+","251-500","251-500","T",">75% -  100%"
"BC49871198","NA","NA","NA","F","0"
"BC49871199","NA","NA","NA","F","0"
"BC49871200","NA","NA","NA","F","0"
"BC49871202","NA","NA","NA","F","0"
"BC49871203","<5","<5","<5","F","0"
"BC49871204","NA","NA","NA","F","0"
"BC49871206","-","<5","<5","F","0"
"BC49871208","NA","NA","NA","F","0"
"BC49871209","NA","NA","NA","F","0"
"BC49871211","NA","NA","NA","F","0"
"BC49871212","NA","NA","NA","F","0"
"BC49871214","NA","NA","NA","F","0"
"BC49871215","101-250","51-100","51-100","T",">75% -  100%"
"BC49871223","NA","NA","NA","F","0"
"BC49871232","51-100","26-50","26-50","F","0"
"BC49871233","51-100","26-50","26-50","F","0"
"BC49871243","5-25","<5","<5","F","0"
"BC49871245","501+","501+","501+","T",">75% -  100%"
"BC49871246","251-500","101-250","101-250","T",">75% -  100%"
"BC49871251","501+","501+","501+","T",">75% -  100%"
"BC49871252","501+","251-500","251-500","T",">0% - 25%"
"BC49871253","NA","NA","NA","F","0"
"BC49871255","NA","NA","NA","F","0"
"BC49871256","NA","NA","NA","F","0"
"BC49871257","NA","NA","NA","F","0"
"BC49871258","NA","NA","NA","F","0"
"BC49871259","NA","NA","NA","F","0"
"BC49901148","NA","NA","NA","F","0"
"BC49901149","5-25","<5","<5","T","0"
"BC49901155","NA","NA","NA","F","0"
"BC49901156","NA","NA","NA","F","0"
"BC49901158","26-50","5-25","5-25","F","0"
"BC49901160","NA","NA","NA","F","0"
"BC49901165","NA","NA","NA","F","0"
"BC49901168","NA","NA","NA","F","0"
"BC49901170","5-25","5-25","5-25","F","0"
"BC49901171","NA","NA","NA","F","0"
"BC49901172","NA","NA","NA","F","0"
"BC49901173","<5","<5","<5","T","0"
"BC49901178","NA","NA","NA","F","0"
"BC49901179","NA","NA","NA","F","0"
"BC49901180","51-100","26-50","51-100","F","0"
"BC49901182","5-25","5-25","5-25","F","0"
"BC49901190","NA","NA","NA","F","0"
"BC49901191","51-100","5-25","26-50","F","0"
"BC49901193","101-250","51-100","101-250","T",">75% -  100%"
"BC49901194","501+","501+","501+","T",">75% -  100%"
"BC49901195","501+","501+","501+","T",">75% -  100%"
"BC49901196","NA","NA","NA","F","0"
"BC49901197","NA","NA","NA","F","0"
"BC49901200","NA","NA","NA","F","0"
"BC49901201","NA","NA","NA","F","0"
"BC49901202","NA","NA","NA","F","0"
"BC49901203","NA","NA","NA","F","0"
"BC49901205","NA","NA","NA","F","0"
"BC49901206","-","<5","<5","F","0"
"BC49901207","NA","NA","NA","F","0"
"BC49901208","NA","NA","NA","F","0"
"BC49901209","5-25","5-25","5-25","F","0"
"BC49901211","NA","NA","NA","F","0"
"BC49901212","NA","NA","NA","F","0"
"BC49901214","51-100","51-100","51-100","T",">75% -  100%"
"BC49901223","NA","NA","NA","F","0"
"BC49901231","NA","NA","NA","F","0"
"BC49901232","26-50","5-25","5-25","F","0"
"BC49901234","<5","<5","<5","F","0"
"BC49901242","<5","<5","<5","F","0"
"BC49901246","501+","501+","501+","T",">75% -  100%"
"BC49901247","5-25","5-25","5-25","F","0"
"BC49901252","501+","251-500","251-500","T",">75% -  100%"
"BC49901253","101-250","26-50","26-50","F","0"
"BC49901255","NA","NA","NA","F","0"
"BC49901256","51-100","26-50","51-100","F","0"
"BC49901258","NA","NA","NA","F","0"
"BC49901268","<5","<5","<5","F","0"
"BC49901270","<5","<5","<5","F","0"
"BC49931147","NA","NA","NA","F","0"
"BC49931149","NA","NA","NA","F","0"
"BC49931155","NA","NA","NA","F","0"
"BC49931157","<5","<5","<5","F","0"
"BC49931158","5-25","<5","<5","F","0"
"BC49931159","NA","NA","NA","F","0"
"BC49931162","NA","NA","NA","F","0"
"BC49931168","NA","NA","NA","F","0"
"BC49931169","501+","501+","501+","T",">50% - 75%"
"BC49931170","<5","<5","<5","F","0"
"BC49931173","NA","NA","NA","F","0"
"BC49931174","51-100","26-50","26-50","T","0"
"BC49931180","NA","NA","NA","F","0"
"BC49931181","5-25","<5","5-25","F","0"
"BC49931182","NA","NA","NA","F","0"
"BC49931185","NA","NA","NA","F","0"
"BC49931187","NA","NA","NA","F","0"
"BC49931190","NA","NA","NA","F","0"
"BC49931191","NA","NA","NA","F","0"
"BC49931192","NA","NA","NA","F","0"
"BC49931193","251-500","101-250","101-250","T",">75% -  100%"
"BC49931194","501+","501+","501+","T",">75% -  100%"
"BC49931196","101-250","51-100","101-250","T",">50% - 75%"
"BC49931200","NA","NA","NA","F","0"
"BC49931202","NA","NA","NA","F","0"
"BC49931203","<5","<5","<5","F","0"
"BC49931205","-","<5","<5","F","0"
"BC49931206","5-25","<5","5-25","F","0"
"BC49931208","<5","<5","<5","F","0"
"BC49931209","5-25","5-25","5-25","F","0"
"BC49931210","NA","NA","NA","F","0"
"BC49931211","NA","NA","NA","F","0"
"BC49931215","5-25","<5","5-25","T",">25% - 50%"
"BC49931220","NA","NA","NA","F","0"
"BC49931223","NA","NA","NA","F","0"
"BC49931224","NA","NA","NA","F","0"
"BC49931226","NA","NA","NA","F","0"
"BC49931229","NA","NA","NA","F","0"
"BC49931232","5-25","<5","<5","F","0"
"BC49931233","<5","<5","<5","F","0"
"BC49931239","NA","NA","NA","F","0"
"BC49931243","5-25","<5","5-25","F","0"
"BC49931244","NA","NA","NA","F","0"
"BC49931245","5-25","5-25","51-100","F","0"
"BC49931246","251-500","101-250","101-250","T",">75% -  100%"
"BC49931249","51-100","26-50","251-500","F","0"
"BC49931252","501+","501+","501+","T",">75% -  100%"
"BC49931253","NA","NA","NA","F","0"
"BC49931255","NA","NA","NA","F","0"
"BC49931256","NA","NA","NA","F","0"
"BC49931257","NA","NA","NA","F","0"
"BC49931258","NA","NA","NA","F","0"
"BC49931267","101-250","101-250","251-500","T",">75% -  100%"
"BC49951148","NA","NA","NA","F","0"
"BC49951149","5-25","5-25","5-25","T","0"
"BC49951154","NA","NA","NA","F","0"
"BC49951155","NA","NA","NA","F","0"
"BC49951156","5-25","<5","<5","F","0"
"BC49951158","5-25","<5","<5","F","0"
"BC49951159","NA","NA","NA","F","0"
"BC49951160","NA","NA","NA","F","0"
"BC49951170","<5","<5","<5","F","0"
"BC49951172","NA","NA","NA","F","0"
"BC49951173","251-500","101-250","101-250","T",">25% - 50%"
"BC49951179","5-25","5-25","5-25","T","0"
"BC49951180","NA","NA","NA","F","0"
"BC49951182","NA","NA","NA","F","0"
"BC49951183","NA","NA","NA","F","0"
"BC49951189","NA","NA","NA","F","0"
"BC49951191","NA","NA","NA","F","0"
"BC49951193","-","<5","<5","F","0"
"BC49951194","501+","501+","501+","T",">75% -  100%"
"BC49951195","501+","101-250","251-500","T",">75% -  100%"
"BC49951196","NA","NA","NA","F","0"
"BC49951197","NA","NA","NA","F","0"
"BC49951200","NA","NA","NA","F","0"
"BC49951206","-","<5","<5","F","0"
"BC49951207","5-25","5-25","5-25","F","0"
"BC49951208","NA","NA","NA","F","0"
"BC49951209","5-25","<5","<5","F","0"
"BC49951211","NA","NA","NA","F","0"
"BC49951214","NA","NA","NA","F","0"
"BC49951215","NA","NA","NA","F","0"
"BC49951218","NA","NA","NA","F","0"
"BC49951219","NA","NA","NA","F","0"
"BC49951224","51-100","26-50","26-50","F","0"
"BC49951231","NA","NA","NA","F","0"
"BC49951232","NA","NA","NA","F","0"
"BC49951234","NA","NA","NA","F","0"
"BC49951242","5-25","<5","<5","F","0"
"BC49951246","<5","<5","5-25","F","0"
"BC49951247","101-250","101-250","101-250","F",">0% - 25%"
"BC49951248","51-100","26-50","251-500","F","0"
"BC49951249","<5","<5","<5","F","0"
"BC49951252","251-500","101-250","101-250","T",">75% -  100%"
"BC49951253","101-250","51-100","51-100","T","0"
"BC49951255","NA","NA","NA","F","0"
"BC49951256","NA","NA","NA","F","0"
"BC49981147","NA","NA","NA","F","0"
"BC49981149","NA","NA","NA","F","0"
"BC49981155","NA","NA","NA","F","0"
"BC49981157","51-100","26-50","26-50","F","0"
"BC49981158","<5","<5","<5","F","0"
"BC49981159","NA","NA","NA","F","0"
"BC49981169","51-100","5-25","26-50","T","0"
"BC49981170","<5","<5","<5","F","0"
"BC49981173","NA","NA","NA","F","0"
"BC49981174","501+","251-500","251-500","T",">50% - 75%"
"BC49981179","101-250","51-100","101-250","T","0"
"BC49981180","NA","NA","NA","F","0"
"BC49981181","NA","NA","NA","F","0"
"BC49981182","NA","NA","NA","F","0"
"BC49981183","NA","NA","NA","F","0"
"BC49981185","NA","NA","NA","F","0"
"BC49981190","NA","NA","NA","F","0"
"BC49981191","NA","NA","NA","F","0"
"BC49981192","-","<5","<5","F","0"
"BC49981193","51-100","26-50","26-50","T",">75% -  100%"
"BC49981194","501+","251-500","251-500","T",">75% -  100%"
"BC49981196","5-25","<5","<5","T","0"
"BC49981199","NA","NA","NA","F","0"
"BC49981200","NA","NA","NA","F","0"
"BC49981206","NA","NA","NA","F","0"
"BC49981208","NA","NA","NA","F","0"
"BC49981209","<5","<5","<5","F","0"
"BC49981210","5-25","<5","<5","F","0"
"BC49981215","51-100","26-50","26-50","T",">50% - 75%"
"BC49981217","NA","NA","NA","F","0"
"BC49981218","NA","NA","NA","F","0"
"BC49981224","5-25","<5","<5","F","0"
"BC49981232","5-25","5-25","5-25","T",">25% - 50%"
"BC49981233","NA","NA","NA","F","0"
"BC49981240","NA","NA","NA","F","0"
"BC49981243","NA","NA","NA","F","0"
"BC49981246","5-25","<5","5-25","F","0"
"BC49981247","251-500","101-250","251-500","F","0"
"BC49981252","501+","501+","501+","T",">75% -  100%"
"BC49981253","NA","NA","NA","F","0"
"BC49981255","NA","NA","NA","F","0"
"BC49981256","NA","NA","NA","F","0"
"BC49981269","5-25","<5","<5","F","0"
"BC50001148","NA","NA","NA","F","0"
"BC50001149","501+","501+","501+","T",">75% -  100%"
"BC50001155","NA","NA","NA","F","0"
"BC50001156","5-25","<5","<5","F","0"
"BC50001158","-","<5","<5","T","0"
"BC50001159","NA","NA","NA","F","0"
"BC50001171","<5","<5","<5","F","0"
"BC50001173","<5","<5","<5","T","0"
"BC50001178","NA","NA","NA","F","0"
"BC50001180","NA","NA","NA","F","0"
"BC50001183","NA","NA","NA","F","0"
"BC50001184","NA","NA","NA","F","0"
"BC50001186","NA","NA","NA","F","0"
"BC50001191","NA","NA","NA","F","0"
"BC50001193","NA","NA","NA","F","0"
"BC50001194","501+","501+","501+","T",">75% -  100%"
"BC50001195","51-100","26-50","101-250","T",">75% -  100%"
"BC50001196","NA","NA","NA","F","0"
"BC50001199","NA","NA","NA","F","0"
"BC50001206","NA","NA","NA","F","0"
"BC50001207","5-25","5-25","5-25","F","0"
"BC50001208","<5","<5","<5","F","0"
"BC50001209","5-25","5-25","5-25","F","0"
"BC50001211","NA","NA","NA","F","0"
"BC50001215","5-25","<5","<5","T","0"
"BC50001217","NA","NA","NA","F","0"
"BC50001218","NA","NA","NA","F","0"
"BC50001225","NA","NA","NA","F","0"
"BC50001231","101-250","51-100","101-250","T",">50% - 75%"
"BC50001234","NA","NA","NA","F","0"
"BC50001235","NA","NA","NA","F","0"
"BC50001242","<5","<5","<5","F","0"
"BC50001247","5-25","<5","<5","F","0"
"BC50001248","26-50","5-25","26-50","F","0"
"BC50001249","<5","<5","5-25","F","0"
"BC50001252","251-500","101-250","101-250","F",">50% - 75%"
"BC50001253","501+","501+","501+","T",">75% -  100%"
"BC50001254","5-25","5-25","5-25","F","0"
"BC50001255","NA","NA","NA","F","0"
"BC50001256","NA","NA","NA","F","0"
"BC50001268","101-250","51-100","101-250","F","0"
"BC50001270","5-25","5-25","5-25","F","0"
"BC50031149","-","-","<5","F","0"
"BC50031155","NA","NA","NA","F","0"
"BC50031156","NA","NA","NA","F","0"
"BC50031157","NA","NA","NA","F","0"
"BC50031158","NA","NA","NA","F","0"
"BC50031159","NA","NA","NA","F","0"
"BC50031162","NA","NA","NA","F","0"
"BC50031169","26-50","5-25","26-50","T",">75% -  100%"
"BC50031171","<5","<5","<5","F","0"
"BC50031173","<5","<5","<5","F","0"
"BC50031174","101-250","51-100","101-250","T","0"
"BC50031175","NA","NA","NA","F","0"
"BC50031176","NA","NA","NA","F","0"
"BC50031179","NA","NA","NA","F","0"
"BC50031181","NA","NA","NA","F","0"
"BC50031182","NA","NA","NA","F","0"
"BC50031183","NA","NA","NA","F","0"
"BC50031185","NA","NA","NA","F","0"
"BC50031190","NA","NA","NA","F","0"
"BC50031191","NA","NA","NA","F","0"
"BC50031192","NA","NA","NA","F","0"
"BC50031193","NA","NA","NA","F","0"
"BC50031194","501+","501+","501+","T",">75% -  100%"
"BC50031197","NA","NA","NA","F","0"
"BC50031198","NA","NA","NA","F","0"
"BC50031203","NA","NA","NA","F","0"
"BC50031204","NA","NA","NA","F","0"
"BC50031205","NA","NA","NA","F","0"
"BC50031206","51-100","5-25","26-50","F","0"
"BC50031208","NA","NA","NA","F","0"
"BC50031209","251-500","51-100","101-250","F","0"
"BC50031210","5-25","<5","5-25","F","0"
"BC50031211","NA","NA","NA","F","0"
"BC50031215","<5","<5","<5","F","0"
"BC50031216","NA","NA","NA","F","0"
"BC50031217","NA","NA","NA","F","0"
"BC50031230","NA","NA","NA","F","0"
"BC50031241","<5","<5","<5","F","0"
"BC50031246","5-25","<5","5-25","F","0"
"BC50031247","5-25","5-25","5-25","F","0"
"BC50031250","251-500","101-250","101-250","T","0"
"BC50031252","501+","501+","501+","T",">75% -  100%"
"BC50031253","51-100","26-50","26-50","F","0"
"BC50031255","NA","NA","NA","F","0"
"BC50031256","NA","NA","NA","F","0"
"BC50031257","NA","NA","NA","F","0"
"BC50031258","NA","NA","NA","F","0"
"BC50031264","NA","NA","NA","F","0"
"BC50031274","101-250","51-100","51-100","F","0"
"BC50061148","NA","NA","NA","F","0"
"BC50061149","NA","NA","NA","F","0"
"BC50061152","NA","NA","NA","F","0"
"BC50061155","NA","NA","NA","F","0"
"BC50061156","NA","NA","NA","F","0"
"BC50061158","NA","NA","NA","F","0"
"BC50061159","NA","NA","NA","F","0"
"BC50061160","<5","<5","<5","F","0"
"BC50061161","NA","NA","NA","F","0"
"BC50061171","NA","NA","NA","F","0"
"BC50061172","<5","<5","<5","F","0"
"BC50061173","NA","NA","NA","F","0"
"BC50061174","<5","<5","<5","T","0"
"BC50061178","NA","NA","NA","F","0"
"BC50061179","5-25","<5","5-25","T","0"
"BC50061180","NA","NA","NA","F","0"
"BC50061183","NA","NA","NA","F","0"
"BC50061184","NA","NA","NA","F","0"
"BC50061185","-","<5","<5","F","0"
"BC50061189","NA","NA","NA","F","0"
"BC50061190","NA","NA","NA","F","0"
"BC50061191","NA","NA","NA","F","0"
"BC50061193","-","<5","<5","T","0"
"BC50061194","501+","501+","501+","T",">75% -  100%"
"BC50061195","26-50","5-25","51-100","T","0"
"BC50061197","NA","NA","NA","F","0"
"BC50061203","NA","NA","NA","F","0"
"BC50061205","NA","NA","NA","F","0"
"BC50061206","NA","NA","NA","F","0"
"BC50061207","NA","NA","NA","F","0"
"BC50061208","51-100","26-50","26-50","F","0"
"BC50061209","NA","NA","NA","F","0"
"BC50061211","NA","NA","NA","F","0"
"BC50061212","NA","NA","NA","F","0"
"BC50061213","<5","<5","<5","F","0"
"BC50061214","<5","<5","<5","F","0"
"BC50061215","5-25","<5","<5","T","0"
"BC50061225","51-100","5-25","5-25","F","0"
"BC50061230","NA","NA","NA","F","0"
"BC50061231","5-25","<5","<5","T","0"
"BC50061234","NA","NA","NA","F","0"
"BC50061246","<5","<5","5-25","F","0"
"BC50061248","<5","<5","<5","T","0"
"BC50061249","101-250","51-100","51-100","F","0"
"BC50061250","NA","NA","NA","F","0"
"BC50061252","251-500","101-250","251-500","T",">75% -  100%"
"BC50061253","501+","501+","501+","T",">75% -  100%"
"BC50061254","NA","NA","NA","F","0"
"BC50061255","NA","NA","NA","F","0"
"BC50061256","NA","NA","NA","F","0"
"BC50061258","NA","NA","NA","F","0"
"BC50061261","NA","NA","NA","F","0"
"BC50061264","NA","NA","NA","F","0"
"BC50061270","NA","NA","NA","F","0"
"BC50061271","<5","<5","<5","F","0"
"BC50061273","<5","<5","<5","F",">0% - 25%"
"BC50081149","NA","NA","NA","F","0"
"BC50081150","NA","NA","NA","F","0"
"BC50081153","NA","NA","NA","F","0"
"BC50081155","NA","NA","NA","F","0"
"BC50081157","NA","NA","NA","F","0"
"BC50081158","NA","NA","NA","F","0"
"BC50081159","NA","NA","NA","F","0"
"BC50081161","NA","NA","NA","F","0"
"BC50081169","51-100","26-50","51-100","T","0"
"BC50081174","NA","NA","NA","F","0"
"BC50081175","101-250","26-50","51-100","F","0"
"BC50081176","NA","NA","NA","F","0"
"BC50081179","5-25","<5","5-25","T","0"
"BC50081181","<5","<5","<5","F","0"
"BC50081182","NA","NA","NA","F","0"
"BC50081185","NA","NA","NA","F","0"
"BC50081186","NA","NA","NA","F","0"
"BC50081192","NA","NA","NA","F","0"
"BC50081193","5-25","5-25","5-25","T",">75% -  100%"
"BC50081194","501+","501+","501+","T",">75% -  100%"
"BC50081203","5-25","<5","<5","F","0"
"BC50081205","NA","NA","NA","F","0"
"BC50081206","NA","NA","NA","F","0"
"BC50081208","501+","501+","501+","T",">75% -  100%"
"BC50081209","<5","<5","<5","F","0"
"BC50081214","<5","<5","<5","F","0"
"BC50081226","NA","NA","NA","F","0"
"BC50081229","<5","<5","<5","F",">50% - 75%"
"BC50081230","501+","251-500","501+","T",">75% -  100%"
"BC50081232","NA","NA","NA","F","0"
"BC50081239","NA","NA","NA","F","0"
"BC50081246","5-25","5-25","26-50","F","0"
"BC50081249","<5","<5","<5","T","0"
"BC50081250","101-250","101-250","101-250","F","0"
"BC50081252","501+","251-500","251-500","T",">75% -  100%"
"BC50081253","101-250","51-100","51-100","T",">50% - 75%"
"BC50081255","NA","NA","NA","F","0"
"BC50081256","NA","NA","NA","F","0"
"BC50081257","NA","NA","NA","F","0"
"BC50081269","NA","NA","NA","F","0"
"BC50081270","NA","NA","NA","F","0"
"BC50081273","<5","<5","<5","F","0"
"BC50081274","<5","<5","5-25","F","0"
"BC50111148","NA","NA","NA","F","0"
"BC50111149","NA","NA","NA","F","0"
"BC50111155","NA","NA","NA","F","0"
"BC50111156","NA","NA","NA","F","0"
"BC50111158","-","<5","<5","F","0"
"BC50111159","NA","NA","NA","F","0"
"BC50111160","NA","NA","NA","F","0"
"BC50111161","NA","NA","NA","F","0"
"BC50111170","NA","NA","NA","F","0"
"BC50111174","<5","<5","<5","F","0"
"BC50111177","NA","NA","NA","F","0"
